event_id,timestamp_utc,institution_id,transaction_id,fraud_score,prediction,flagged,threshold,status
5aa7e6a1ac20f973,2026-09-14T18:41:51.141885+00:00,INSTITUTION_A,txn_164775,0.368706,licit,False,0.5,CLEAR
bdc734d693d0fd91,2026-09-14T18:41:51.141893+00:00,INSTITUTION_A,txn_164776,0.575845,illicit,True,0.5,ALERT_RAISED
beed611dec4da974,2026-09-14T18:41:51.141901+00:00,INSTITUTION_A,txn_164778,0.369899,licit,False,0.5,CLEAR
d679645fbd48c414,2026-09-14T18:41:51.141909+00:00,INSTITUTION_A,txn_164782,0.257866,licit,False,0.5,CLEAR
ebf61d4462ae92bf,2026-09-14T18:41:51.141918+00:00,INSTITUTION_A,txn_164800,0.705452,illicit,True,0.5,ALERT_RAISED
d48698eb8daa7447,2026-09-14T18:41:51.141926+00:00,INSTITUTION_A,txn_164802,0.004541,licit,False,0.5,CLEAR
fd5b174eb3202795,2026-09-14T18:41:51.141935+00:00,INSTITUTION_A,txn_164803,0.001867,licit,False,0.5,CLEAR
dbf26b8cf13953f9,2026-09-14T18:41:51.141943+00:00,INSTITUTION_A,txn_164804,0.00926,licit,False,0.5,CLEAR
79083068f1d0b0f2,2026-09-14T18:41:51.141951+00:00,INSTITUTION_A,txn_164805,0.308732,licit,False,0.5,CLEAR
b5ac4ee22ed73373,2026-09-14T18:41:51.141959+00:00,INSTITUTION_A,txn_164806,0.228499,licit,False,0.5,CLEAR
d8ac3e701108c801,2026-09-14T18:41:51.141967+00:00,INSTITUTION_A,txn_164809,0.006991,licit,False,0.5,CLEAR
d99aa99f939fcccc,2026-09-14T18:41:51.141975+00:00,INSTITUTION_A,txn_164811,0.002278,licit,False,0.5,CLEAR
0c7c4aa60eefedda,2026-09-14T18:41:51.141984+00:00,INSTITUTION_A,txn_164813,0.517218,illicit,True,0.5,ALERT_RAISED
ca9026658adec7af,2026-09-14T18:41:51.141997+00:00,INSTITUTION_A,txn_164818,0.193076,licit,False,0.5,CLEAR
1fec8f13ba7f7269,2026-09-14T18:41:51.142006+00:00,INSTITUTION_A,txn_164825,0.274398,licit,False,0.5,CLEAR
bb383597f58bf233,2026-09-14T18:41:51.142014+00:00,INSTITUTION_A,txn_164826,0.250375,licit,False,0.5,CLEAR
5d028c85c9fc5f8a,2026-09-14T18:41:51.142022+00:00,INSTITUTION_A,txn_164830,0.069419,licit,False,0.5,CLEAR
5d86a3cf371f24d6,2026-09-14T18:41:51.142030+00:00,INSTITUTION_A,txn_164831,0.535996,illicit,True,0.5,ALERT_RAISED
bdbef3c7489c2b66,2026-09-14T18:41:51.142039+00:00,INSTITUTION_A,txn_164832,0.530959,illicit,True,0.5,ALERT_RAISED
a3e949ce663c1890,2026-09-14T18:41:51.142046+00:00,INSTITUTION_A,txn_164841,0.232032,licit,False,0.5,CLEAR
b4ab194591002ff3,2026-09-14T18:41:51.142055+00:00,INSTITUTION_A,txn_164842,0.000544,licit,False,0.5,CLEAR
0b105b6ea29f13b5,2026-09-14T18:41:51.142063+00:00,INSTITUTION_A,txn_164849,0.11929,licit,False,0.5,CLEAR
85678ac3d05c171c,2026-09-14T18:41:51.142071+00:00,INSTITUTION_A,txn_164850,0.385935,licit,False,0.5,CLEAR
b5df2fb9573eea46,2026-09-14T18:41:51.142094+00:00,INSTITUTION_A,txn_164852,0.525164,illicit,True,0.5,ALERT_RAISED
8178e7ca533e1028,2026-09-14T18:41:51.142105+00:00,INSTITUTION_A,txn_164861,1e-06,licit,False,0.5,CLEAR
f9dd78fe56ad6134,2026-09-14T18:41:51.142113+00:00,INSTITUTION_A,txn_164868,0.607677,illicit,True,0.5,ALERT_RAISED
2ceafbe7f3aa80e6,2026-09-14T18:41:51.142121+00:00,INSTITUTION_A,txn_164876,1.5e-05,licit,False,0.5,CLEAR
fe3dba4523d3a60f,2026-09-14T18:41:51.142130+00:00,INSTITUTION_A,txn_164877,0.386325,licit,False,0.5,CLEAR
5b0661f11795034a,2026-09-14T18:41:51.142138+00:00,INSTITUTION_A,txn_164883,0.11625,licit,False,0.5,CLEAR
d93fd0772395ad39,2026-09-14T18:41:51.142146+00:00,INSTITUTION_A,txn_164884,0.059855,licit,False,0.5,CLEAR
8ee4bcb3733b36f1,2026-09-14T18:41:51.142154+00:00,INSTITUTION_A,txn_164886,7e-06,licit,False,0.5,CLEAR
3f8501843e74370a,2026-09-14T18:41:51.142162+00:00,INSTITUTION_A,txn_164893,0.099582,licit,False,0.5,CLEAR
265956f08895bc7f,2026-09-14T18:41:51.142172+00:00,INSTITUTION_A,txn_164894,0.002792,licit,False,0.5,CLEAR
888a8b560a698d0d,2026-09-14T18:41:51.142180+00:00,INSTITUTION_A,txn_164896,0.098741,licit,False,0.5,CLEAR
c30a1577e5e453e5,2026-09-14T18:41:51.142188+00:00,INSTITUTION_A,txn_164897,0.275533,licit,False,0.5,CLEAR
49329c4a7d80739f,2026-09-14T18:41:51.142196+00:00,INSTITUTION_A,txn_164898,0.180161,licit,False,0.5,CLEAR
0cba2f1f94c8cad9,2026-09-14T18:41:51.142204+00:00,INSTITUTION_A,txn_164903,0.002004,licit,False,0.5,CLEAR
b1b7f4f267f9481a,2026-09-14T18:41:51.142213+00:00,INSTITUTION_A,txn_164904,0.091683,licit,False,0.5,CLEAR
e21a74c019fd000e,2026-09-14T18:41:51.142221+00:00,INSTITUTION_A,txn_164907,0.047485,licit,False,0.5,CLEAR
99dfddff7e06ca3d,2026-09-14T18:41:51.142228+00:00,INSTITUTION_A,txn_164908,0.049755,licit,False,0.5,CLEAR
c328d0747e89ef33,2026-09-14T18:41:51.142237+00:00,INSTITUTION_A,txn_164912,0.617996,illicit,True,0.5,ALERT_RAISED
8501fd316b1e5f8a,2026-09-14T18:41:51.142245+00:00,INSTITUTION_A,txn_164914,0.423104,licit,False,0.5,CLEAR
50b51590de02d9b0,2026-09-14T18:41:51.142253+00:00,INSTITUTION_A,txn_164927,0.617553,illicit,True,0.5,ALERT_RAISED
2ded8aaf2043b64f,2026-09-14T18:41:51.142261+00:00,INSTITUTION_A,txn_164929,0.146637,licit,False,0.5,CLEAR
276e618a71fc7680,2026-09-14T18:41:51.142269+00:00,INSTITUTION_A,txn_164930,0.007152,licit,False,0.5,CLEAR
474504a5ba473a91,2026-09-14T18:41:51.142277+00:00,INSTITUTION_A,txn_164942,0.59113,illicit,True,0.5,ALERT_RAISED
7b44607c6d39f531,2026-09-14T18:41:51.142285+00:00,INSTITUTION_A,txn_164943,0.18152,licit,False,0.5,CLEAR
262fd48a62377204,2026-09-14T18:41:51.142293+00:00,INSTITUTION_A,txn_164944,0.185961,licit,False,0.5,CLEAR
0641b4252a68e20a,2026-09-14T18:41:51.142301+00:00,INSTITUTION_A,txn_164960,0.236991,licit,False,0.5,CLEAR
fbcf54d6fedebcf5,2026-09-14T18:41:51.142310+00:00,INSTITUTION_A,txn_164977,0.266601,licit,False,0.5,CLEAR
dc632385d06a6b4c,2026-09-14T18:41:51.142318+00:00,INSTITUTION_A,txn_164980,0.102725,licit,False,0.5,CLEAR
b4f5813fbdade173,2026-09-14T18:41:51.142326+00:00,INSTITUTION_A,txn_164982,0.510685,illicit,True,0.5,ALERT_RAISED
675931875d4ae8f2,2026-09-14T18:41:51.142336+00:00,INSTITUTION_A,txn_164984,0.209055,licit,False,0.5,CLEAR
62fe8bbd0ef0e890,2026-09-14T18:41:51.142344+00:00,INSTITUTION_A,txn_164993,0.020073,licit,False,0.5,CLEAR
353f2ab524454d66,2026-09-14T18:41:51.142353+00:00,INSTITUTION_A,txn_165000,0.001262,licit,False,0.5,CLEAR
0bdeb293f3dedb4d,2026-09-14T18:41:51.142362+00:00,INSTITUTION_A,txn_165001,0.008822,licit,False,0.5,CLEAR
439783213f979190,2026-09-14T18:41:51.142371+00:00,INSTITUTION_A,txn_165004,0.003538,licit,False,0.5,CLEAR
df6d27f69bd45092,2026-09-14T18:41:51.142380+00:00,INSTITUTION_A,txn_165005,0.007886,licit,False,0.5,CLEAR
4a5bddc398967ff0,2026-09-14T18:41:51.142388+00:00,INSTITUTION_A,txn_165012,2e-06,licit,False,0.5,CLEAR
ba1385cebd2da714,2026-09-14T18:41:51.142396+00:00,INSTITUTION_A,txn_165013,0.046252,licit,False,0.5,CLEAR
952d7b0b08e24f2b,2026-09-14T18:41:51.142404+00:00,INSTITUTION_A,txn_165016,0.072247,licit,False,0.5,CLEAR
33a369bdacd33798,2026-09-14T18:41:51.142412+00:00,INSTITUTION_A,txn_165017,0.476894,licit,False,0.5,CLEAR
55c2f2f052d2ab3c,2026-09-14T18:41:51.142420+00:00,INSTITUTION_A,txn_165030,2e-06,licit,False,0.5,CLEAR
746fb48d79884f25,2026-09-14T18:41:51.142428+00:00,INSTITUTION_A,txn_165031,0.322014,licit,False,0.5,CLEAR
c2f8974a45155164,2026-09-14T18:41:51.142436+00:00,INSTITUTION_A,txn_165035,0.011726,licit,False,0.5,CLEAR
cb7dad871ac8cc61,2026-09-14T18:41:51.142444+00:00,INSTITUTION_A,txn_165043,0.105494,licit,False,0.5,CLEAR
6e7c841810cdcef0,2026-09-14T18:41:51.142452+00:00,INSTITUTION_A,txn_165047,0.682884,illicit,True,0.5,ALERT_RAISED
004bbb67900b21a7,2026-09-14T18:41:51.142460+00:00,INSTITUTION_A,txn_165051,0.007764,licit,False,0.5,CLEAR
a09cb52912691a57,2026-09-14T18:41:51.142468+00:00,INSTITUTION_A,txn_165056,0.028282,licit,False,0.5,CLEAR
09622decc58dffd3,2026-09-14T18:41:51.142476+00:00,INSTITUTION_A,txn_165057,3.3e-05,licit,False,0.5,CLEAR
aa8981c8cb6c3a62,2026-09-14T18:41:51.142484+00:00,INSTITUTION_A,txn_165064,0.360498,licit,False,0.5,CLEAR
4ec98f6cb812fe06,2026-09-14T18:41:51.142494+00:00,INSTITUTION_A,txn_165078,0.594821,illicit,True,0.5,ALERT_RAISED
14f3f5569f48599f,2026-09-14T18:41:51.142503+00:00,INSTITUTION_A,txn_165084,0.052991,licit,False,0.5,CLEAR
714e6ac3d2dab7b7,2026-09-14T18:41:51.142512+00:00,INSTITUTION_A,txn_165086,0.187437,licit,False,0.5,CLEAR
7d5d4ac5a808620d,2026-09-14T18:41:51.142520+00:00,INSTITUTION_A,txn_165088,0.02871,licit,False,0.5,CLEAR
29831b2bd9cf7105,2026-09-14T18:41:51.142528+00:00,INSTITUTION_A,txn_165092,0.001179,licit,False,0.5,CLEAR
de98381fd7eace23,2026-09-14T18:41:51.142536+00:00,INSTITUTION_A,txn_165099,0.470894,licit,False,0.5,CLEAR
ecd7d9c2a20c30e0,2026-09-14T18:41:51.142544+00:00,INSTITUTION_A,txn_165101,0.214064,licit,False,0.5,CLEAR
65c6447eec05a5e3,2026-09-14T18:41:51.142552+00:00,INSTITUTION_A,txn_165106,0.38044,licit,False,0.5,CLEAR
066090f27d2b8835,2026-09-14T18:41:51.142560+00:00,INSTITUTION_A,txn_165128,0.201483,licit,False,0.5,CLEAR
ff92e53767b331a6,2026-09-14T18:52:11.906017+00:00,INSTITUTION_A,txn_164685,0.449224,licit,False,0.5,CLEAR
ca966ad348024c7e,2026-09-14T18:52:11.906105+00:00,INSTITUTION_A,txn_164691,0.003361,licit,False,0.5,CLEAR
2f693d782229b17f,2026-09-14T18:52:11.906140+00:00,INSTITUTION_A,txn_164696,7e-06,licit,False,0.5,CLEAR
0baab1ab25bb99e9,2026-09-14T18:52:11.906163+00:00,INSTITUTION_A,txn_164698,0.048199,licit,False,0.5,CLEAR
ec1b5d7198d94f67,2026-09-14T18:52:11.906193+00:00,INSTITUTION_A,txn_164699,0.262237,licit,False,0.5,CLEAR
f2bc45cd317468cc,2026-09-14T18:52:11.906215+00:00,INSTITUTION_A,txn_164701,0.408565,licit,False,0.5,CLEAR
62ff3c12581badbb,2026-09-14T18:52:11.906235+00:00,INSTITUTION_A,txn_164702,0.128075,licit,False,0.5,CLEAR
ec90f015a8f7c6f4,2026-09-14T18:52:11.906261+00:00,INSTITUTION_A,txn_164708,0.360142,licit,False,0.5,CLEAR
63ee91723e210094,2026-09-14T18:52:11.906281+00:00,INSTITUTION_A,txn_164710,0.398616,licit,False,0.5,CLEAR
f199c430ccc2ff4b,2026-09-14T18:52:11.906301+00:00,INSTITUTION_A,txn_164717,0.008794,licit,False,0.5,CLEAR
0411e97d6ed4ce31,2026-09-14T18:52:11.906325+00:00,INSTITUTION_A,txn_164731,0.350005,licit,False,0.5,CLEAR
443fb534d69d5e8a,2026-09-14T18:52:11.906350+00:00,INSTITUTION_A,txn_164732,0.028545,licit,False,0.5,CLEAR
f61d5140b311faa7,2026-09-14T18:52:11.906372+00:00,INSTITUTION_A,txn_164736,0.070825,licit,False,0.5,CLEAR
293ff8387d98c742,2026-09-14T18:52:11.906406+00:00,INSTITUTION_A,txn_164746,0.048065,licit,False,0.5,CLEAR
d4ae6922cd3bb125,2026-09-14T18:52:11.906425+00:00,INSTITUTION_A,txn_164753,0.099203,licit,False,0.5,CLEAR
8106d7e155e45b6f,2026-09-14T18:52:11.906444+00:00,INSTITUTION_A,txn_164763,0.092049,licit,False,0.5,CLEAR
314052b285b2fd73,2026-09-14T18:52:11.906463+00:00,INSTITUTION_A,txn_164765,0.267173,licit,False,0.5,CLEAR
705ce4fd85b5b367,2026-09-14T18:52:11.906482+00:00,INSTITUTION_A,txn_164767,0.189411,licit,False,0.5,CLEAR
9c601620ef6921e7,2026-09-14T18:52:11.906501+00:00,INSTITUTION_A,txn_164773,0.687504,illicit,True,0.5,ALERT_RAISED
58f4fe133ad7c461,2026-09-14T18:52:11.906522+00:00,INSTITUTION_A,txn_164774,0.704245,illicit,True,0.5,ALERT_RAISED
27d12af4417a1e0c,2026-09-14T18:52:11.906559+00:00,INSTITUTION_A,txn_164775,0.368706,licit,False,0.5,CLEAR
b45ab618291eec78,2026-09-14T18:52:11.906592+00:00,INSTITUTION_A,txn_164776,0.575845,illicit,True,0.5,ALERT_RAISED
4a0f88c160d67ab3,2026-09-14T18:52:11.906614+00:00,INSTITUTION_A,txn_164778,0.369899,licit,False,0.5,CLEAR
b8245055449959ed,2026-09-14T18:52:11.906634+00:00,INSTITUTION_A,txn_164782,0.257866,licit,False,0.5,CLEAR
4a354dcf3c0554a1,2026-09-14T18:52:11.906656+00:00,INSTITUTION_A,txn_164800,0.705452,illicit,True,0.5,ALERT_RAISED
22e196ad8937be7d,2026-09-14T18:52:11.906675+00:00,INSTITUTION_A,txn_164802,0.004541,licit,False,0.5,CLEAR
fb2f516811a0add5,2026-09-14T18:52:11.906702+00:00,INSTITUTION_A,txn_164803,0.001867,licit,False,0.5,CLEAR
1bed47d878f91740,2026-09-14T18:52:11.906728+00:00,INSTITUTION_A,txn_164804,0.00926,licit,False,0.5,CLEAR
c628d703a54ce5d4,2026-09-14T18:52:11.906753+00:00,INSTITUTION_A,txn_164805,0.308732,licit,False,0.5,CLEAR
5c2a701154f76b63,2026-09-14T18:52:11.906776+00:00,INSTITUTION_A,txn_164806,0.228499,licit,False,0.5,CLEAR
a5d80ee70ec9426b,2026-09-14T18:52:11.906794+00:00,INSTITUTION_A,txn_164809,0.006991,licit,False,0.5,CLEAR
668f06ef77044ef0,2026-09-14T18:52:11.906812+00:00,INSTITUTION_A,txn_164811,0.002278,licit,False,0.5,CLEAR
4fb596b1651ab483,2026-09-14T18:52:11.906830+00:00,INSTITUTION_A,txn_164813,0.517218,illicit,True,0.5,ALERT_RAISED
829b90f61ce5d7e9,2026-09-14T18:52:11.906856+00:00,INSTITUTION_A,txn_164818,0.193076,licit,False,0.5,CLEAR
757f5bc8fddd7f35,2026-09-14T18:52:11.906874+00:00,INSTITUTION_A,txn_164825,0.274398,licit,False,0.5,CLEAR
43874a7423e99d41,2026-09-14T18:52:11.906892+00:00,INSTITUTION_A,txn_164826,0.250375,licit,False,0.5,CLEAR
ffadb870932119a8,2026-09-14T18:52:11.906910+00:00,INSTITUTION_A,txn_164830,0.069419,licit,False,0.5,CLEAR
544d84a8a1b39f1f,2026-09-14T18:52:11.906927+00:00,INSTITUTION_A,txn_164831,0.535996,illicit,True,0.5,ALERT_RAISED
b2e9207222e2ead5,2026-09-14T18:52:11.906945+00:00,INSTITUTION_A,txn_164832,0.530959,illicit,True,0.5,ALERT_RAISED
df41d9477536c92c,2026-09-14T18:52:11.906963+00:00,INSTITUTION_A,txn_164841,0.232032,licit,False,0.5,CLEAR
d31365b617d522f9,2026-09-14T18:52:11.906981+00:00,INSTITUTION_A,txn_164842,0.000544,licit,False,0.5,CLEAR
1f2564ae710f5c2a,2026-09-14T18:52:11.907000+00:00,INSTITUTION_A,txn_164849,0.11929,licit,False,0.5,CLEAR
de5874fdc97377b8,2026-09-14T18:52:11.907019+00:00,INSTITUTION_A,txn_164850,0.385935,licit,False,0.5,CLEAR
3fa44f5694ff61e2,2026-09-14T18:52:11.907037+00:00,INSTITUTION_A,txn_164852,0.525164,illicit,True,0.5,ALERT_RAISED
c43b0807a9af9e2d,2026-09-14T18:52:11.907055+00:00,INSTITUTION_A,txn_164861,1e-06,licit,False,0.5,CLEAR
cc5aa84f841ebd46,2026-09-14T18:52:11.907072+00:00,INSTITUTION_A,txn_164868,0.607677,illicit,True,0.5,ALERT_RAISED
557c806677eebb40,2026-09-14T18:52:11.907089+00:00,INSTITUTION_A,txn_164876,1.5e-05,licit,False,0.5,CLEAR
308c60d1e03c4a7b,2026-09-14T18:52:11.907107+00:00,INSTITUTION_A,txn_164877,0.386325,licit,False,0.5,CLEAR
2b8517c6b3a8d71a,2026-09-14T18:52:11.907129+00:00,INSTITUTION_A,txn_164883,0.11625,licit,False,0.5,CLEAR
20f9ad921a50c670,2026-09-14T18:52:11.907151+00:00,INSTITUTION_A,txn_164884,0.059855,licit,False,0.5,CLEAR
ca6f4e7848e9abe9,2026-09-14T18:52:11.907173+00:00,INSTITUTION_A,txn_164886,7e-06,licit,False,0.5,CLEAR
c4becb35c42a04d3,2026-09-14T18:52:11.907195+00:00,INSTITUTION_A,txn_164893,0.099582,licit,False,0.5,CLEAR
a1e9a5baab07bf6a,2026-09-14T18:52:11.907219+00:00,INSTITUTION_A,txn_164894,0.002792,licit,False,0.5,CLEAR
7ae15d1da39de241,2026-09-14T18:52:11.907242+00:00,INSTITUTION_A,txn_164896,0.098741,licit,False,0.5,CLEAR
bdda2dfaa2ff4c0e,2026-09-14T18:52:11.907260+00:00,INSTITUTION_A,txn_164897,0.275533,licit,False,0.5,CLEAR
d2a9916e0a7cb879,2026-09-14T18:52:11.907277+00:00,INSTITUTION_A,txn_164898,0.180161,licit,False,0.5,CLEAR
afcd50653f81eaf8,2026-09-14T18:52:11.907299+00:00,INSTITUTION_A,txn_164903,0.002004,licit,False,0.5,CLEAR
8781219d5c420141,2026-09-14T18:52:11.907318+00:00,INSTITUTION_A,txn_164904,0.091683,licit,False,0.5,CLEAR
cbbf0bb2313ea5c9,2026-09-14T18:52:11.907340+00:00,INSTITUTION_A,txn_164907,0.047485,licit,False,0.5,CLEAR
d773354515576b67,2026-09-14T18:52:11.907361+00:00,INSTITUTION_A,txn_164908,0.049755,licit,False,0.5,CLEAR
b41468f8171b3002,2026-09-14T18:52:11.907380+00:00,INSTITUTION_A,txn_164912,0.617996,illicit,True,0.5,ALERT_RAISED
c6cabe504d22c82f,2026-09-14T18:52:11.907405+00:00,INSTITUTION_A,txn_164914,0.423104,licit,False,0.5,CLEAR
9dde5eb5ccb60733,2026-09-14T18:52:11.907423+00:00,INSTITUTION_A,txn_164927,0.617553,illicit,True,0.5,ALERT_RAISED
59ca6f583ead5227,2026-09-14T18:52:11.907442+00:00,INSTITUTION_A,txn_164929,0.146637,licit,False,0.5,CLEAR
64ae6f4e3582787f,2026-09-14T18:52:11.907460+00:00,INSTITUTION_A,txn_164930,0.007152,licit,False,0.5,CLEAR
cd67a02c2287c1b1,2026-09-14T18:52:11.907479+00:00,INSTITUTION_A,txn_164942,0.59113,illicit,True,0.5,ALERT_RAISED
31b8078db3b4072e,2026-09-14T18:52:11.907501+00:00,INSTITUTION_A,txn_164943,0.18152,licit,False,0.5,CLEAR
f51b336bdaaf5edb,2026-09-14T18:52:11.907520+00:00,INSTITUTION_A,txn_164944,0.185961,licit,False,0.5,CLEAR
570d30b8f17f195d,2026-09-14T18:52:11.907537+00:00,INSTITUTION_A,txn_164960,0.236991,licit,False,0.5,CLEAR
3baebd11e6933a72,2026-09-14T18:52:11.907555+00:00,INSTITUTION_A,txn_164977,0.266601,licit,False,0.5,CLEAR
91aead70b1ad4286,2026-09-14T18:52:11.907573+00:00,INSTITUTION_A,txn_164980,0.102725,licit,False,0.5,CLEAR
041ea1767d5ac4f9,2026-09-14T18:52:11.907591+00:00,INSTITUTION_A,txn_164982,0.510685,illicit,True,0.5,ALERT_RAISED
a1a6095ea340900d,2026-09-14T18:52:11.907614+00:00,INSTITUTION_A,txn_164984,0.209055,licit,False,0.5,CLEAR
0b22ce6dd45c5080,2026-09-14T18:52:11.907655+00:00,INSTITUTION_A,txn_164993,0.020073,licit,False,0.5,CLEAR
fbac56d3b6d14c9f,2026-09-14T18:52:11.907673+00:00,INSTITUTION_A,txn_165000,0.001262,licit,False,0.5,CLEAR
95a83540e7c6a178,2026-09-14T18:52:11.907695+00:00,INSTITUTION_A,txn_165001,0.008822,licit,False,0.5,CLEAR
51b096d46b89d746,2026-09-14T18:52:11.907716+00:00,INSTITUTION_A,txn_165004,0.003538,licit,False,0.5,CLEAR
5319a776bf2822ad,2026-09-14T18:52:11.907744+00:00,INSTITUTION_A,txn_165005,0.007886,licit,False,0.5,CLEAR
6779dc8fa7d0ab6a,2026-09-14T18:52:11.907762+00:00,INSTITUTION_A,txn_165012,2e-06,licit,False,0.5,CLEAR
720a841a395c67b7,2026-09-14T18:52:11.907783+00:00,INSTITUTION_A,txn_165013,0.046252,licit,False,0.5,CLEAR
5316b27bfe67d440,2026-09-14T18:52:11.907803+00:00,INSTITUTION_A,txn_165016,0.072247,licit,False,0.5,CLEAR
50377066cfa431ef,2026-09-14T18:52:11.907820+00:00,INSTITUTION_A,txn_165017,0.476894,licit,False,0.5,CLEAR
a4bfb176a065136f,2026-09-14T18:52:11.907839+00:00,INSTITUTION_A,txn_165030,2e-06,licit,False,0.5,CLEAR
8d4878612a6425ce,2026-09-14T18:52:11.907857+00:00,INSTITUTION_A,txn_165031,0.322014,licit,False,0.5,CLEAR
9002910efeb8c7f4,2026-09-14T18:52:11.907874+00:00,INSTITUTION_A,txn_165035,0.011726,licit,False,0.5,CLEAR
49c0b5d43734e572,2026-09-14T18:52:11.907891+00:00,INSTITUTION_A,txn_165043,0.105494,licit,False,0.5,CLEAR
ca979060a885bdf3,2026-09-14T18:52:11.907910+00:00,INSTITUTION_A,txn_165047,0.682884,illicit,True,0.5,ALERT_RAISED
d52258821952157b,2026-09-14T18:52:11.907933+00:00,INSTITUTION_A,txn_165051,0.007764,licit,False,0.5,CLEAR
16b2b0b4cd76d0a2,2026-09-14T18:52:11.907951+00:00,INSTITUTION_A,txn_165056,0.028282,licit,False,0.5,CLEAR
a6454bf4d4193eeb,2026-09-14T18:52:11.907978+00:00,INSTITUTION_A,txn_165057,3.3e-05,licit,False,0.5,CLEAR
202c30d930865246,2026-09-14T18:52:11.908000+00:00,INSTITUTION_A,txn_165064,0.360498,licit,False,0.5,CLEAR
aed69e566b4e257e,2026-09-14T18:52:11.908030+00:00,INSTITUTION_A,txn_165078,0.594821,illicit,True,0.5,ALERT_RAISED
