txId1,txId2
163810179,163810174
168146459,163733137
163683426,163683422
163852015,163864986
163711931,163809013
163821039,163821046
163804070,163804064
163825901,163841651
3327892,163700497
163804176,163892565
163694204,163876058
163710822,163895010
163862205,163862197
163818556,163867308
163832302,163891960
18896540,163654683
166067290,166489775
163694362,163879834
165852466,165568526
164110525,164115043
163725955,163832330
163803267,163802964
166073413,168143553
163712096,163895324
163896720,163896715
71547938,163653384
163680382,163680381
167475635,168141773
163670761,163670571
163654494,163886847
163593268,163818884
163854927,163854863
163830859,37018827
165858806,164775806
163657487,163657343
163833200,37018824
76587400,163879834
166040404,166499765
165906938,45776222
163591929,166082730
163704814,163704809
163653413,163863506
168148018,168148121
163861849,163887041
163670751,163670571
4232201,164105600
165888745,163682688
166071657,166072716
166070829,123702356
164906982,163649661
163810144,163810138
60620004,166071311
163673271,163830655
163631040,91665078
166096260,164412870
163704800,22373564
168134633,166494223
163686861,163686853
89263148,163802964
163616196,163670753
163804228,163804154
163815915,163866327
166498550,163817909
163886868,163886862
164336108,163664747
166522290,17158862
163737466,163737471
133009636,163804154
163667266,163667268
165848936,102406630
163804219,163804154
1341288,163668325
163878888,167162925
48779720,168156339
168156339,168156344
166091544,163670754
163889333,163889337
163652664,163834891
163867984,163867987
168147032,167124959
168154711,168158046
163678499,163678494
167743090,168124222
163808990,163808988
163711906,163846705
163694303,163879834
163804211,163804154
168139081,149197183
165851137,168182457
163693802,166507368
163656783,29332666
163654352,163654351
163668317,126378923
163668284,163668288
163700213,163843547
163621517,163621792
163714177,164124769
163720270,163720276
163671498,163671702
166499778,165573067
22391109,163654208
163866795,163866804
40944235,163832330
163709296,163804154
163846534,163908343
163680715,163680708
36760824,163863506
163585083,163670753
163900852,163902065
163593267,163720270
166069187,166069189
163720706,163720718
163814311,163814309
163696161,163879834
165849358,165849361
166502192,166502190
163883175,163879834
163650398,164117279
6836757,166509079
163909222,163909216
163889332,163889333
163846816,163846705
163734090,163734076
163662273,163662271
163596675,163596671
163824011,163824015
163652126,164771575
163657206,163657331
166098936,163683436
163883202,163879834
165844514,166068445
10278231,163711539
163669687,163669681
163804196,163804154
166502154,163832322
163746885,163887041
163586072,163896345
163663435,163663439
163659135,76314205
164124386,165840288
163600142,166094983
166066589,166066761
61691532,17942794
163585330,163585334
4232201,163854863
163746374,163828447
163720724,163720727
163727789,163864137
26754128,163823983
166499035,166499045
163867964,163867656
2714208,163663743
166519495,166519503
165336901,166540249
163866979,163866990
40619074,163673579
163691580,163828447
1180975,35419254
163816739,163821513
163707980,163893106
163734081,163734076
165892973,163654648
163741657,163833376
165888492,165888740
40944235,163687924
163839400,163839398
163747718,104268693
41777563,163879834
165888449,163670753
164291327,163670752
163711168,163711162
34707685,163804154
163817917,163817916
132218385,163879834
163707755,163879834
163734085,163734076
163585805,128080915
163734386,112060346
165851409,166071304
163804159,166487083
163679001,163862197
165851203,166071624
165902961,166809579
163821035,163821039
163593975,159939687
163709050,163803275
29060121,163670571
163692776,163692769
163717332,163804154
163654651,163654533
65678682,163909216
166519471,166519484
163902010,163902018
166499058,163839400
163601735,166487424
166540281,164757455
163670717,163903518
163803275,163802964
163894699,1009587
163867969,163867656
164461872,163683424
163829977,163828447
134211942,163668317
163803062,163802964
163683938,163849747
163625022,163670754
74126238,74110144
100569388,163826182
143028918,163804665
163833322,163867970
163736510,163737221
164099729,168218453
163681364,163681360
165837793,165853728
165851697,22914809
5565278,163866965
163814245,163814240
163810481,163810476
163687924,163687920
163889344,163889350
163670722,166852509
104640764,163825905
163711162,164123282
163585943,163585945
163591637,163879834
163597294,13637362
163830655,163830653
166540645,166540652
163654536,163654533
163715137,163832330
166073779,163683043
167703048,168116373
21839266,167124770
163706231,163706212
163598108,163598103
147015550,163876058
163706233,163876058
163649644,16590509
166105136,163673319
163883187,163879834
164759409,168140474
281804,17287179
163687221,168123410
163628608,163628528
163715557,163865630
165888463,165888468
168115283,168115291
163885895,163893314
163649917,163649829
163585653,163585815
168118995,163823983
163885559,163888946
163631099,163631096
165897483,163721266
163825942,163825937
163804174,163804154
168116419,167163252
163720373,123032420
163705069,163824318
61456753,163902749
163708179,163708185
163804155,163804154
166070334,163687127
73479470,163823983
106602401,166505809
163651202,163651196
163631036,91665078
163816154,163866733
163705580,163705639
163655083,163832330
163585333,163585330
166180993,164888209
164774996,163650589
163691266,163886867
163695439,163849777
85695228,126634312
165869211,163803281
41274750,163808006
163885252,163885242
163676352,163676322
164161372,163660043
163803275,163887041
163586982,163708888
163654677,163654533
163702159,163702431
166093184,163678953
163829995,163828447
163863519,163863506
166553268,70414767
164885660,142865403
52589260,163822784
163592438,163701821
46532857,166071657
163686853,163808012
163709050,163802964
58676068,163819129
10278231,163705606
163821769,52589260
168156073,168156077
84271970,165848926
18231431,163744129
163688728,164122932
168148455,168148462
163887134,163887041
163660046,166498374
166494923,163816734
165837495,164774996
163592545,163670753
163834047,163834052
163827525,29608735
163631031,91665078
163810146,163810495
49915365,9498399
163893315,163893320
163737573,163904434
163823404,96491400
163720719,163720722
48863516,13588765
163803800,163803798
166096552,163654677
168146419,168146434
163711902,163711906
22381999,163804154
168104624,168116429
70419328,163673271
166094108,164099720
163803266,163802964
163892569,163892595
168151803,163666397
166073137,166073406
163815360,163865422
163693560,163876058
163839400,163841110
165849400,166500126
163804108,163804078
163823439,96491400
163808022,163867656
163862241,163862239
163883188,163879834
163693756,163843547
163688503,163688501
163815175,163815172
163833121,163884616
3327952,168218829
163590029,163829637
163680641,163841634
163806533,163865148
6236717,163808014
163596680,163596671
166092954,167124770
165902503,163650155
163591610,163708439
163696161,163695830
163893314,163893315
163685501,163875378
166500059,166500061
163702431,163702754
168115131,168115134
163670721,163670571
168141712,168141717
166072716,163670754
43878665,165849931
165212069,165888462
163808022,163893335
166099745,164412870
163820081,113860175
163805794,163805791
18230029,18231431
163631029,91665078
163712243,163712250
163598122,163598118
163804112,163804110
163687685,163804154
163891336,163891329
85695228,163802964
163589260,166507355
166082553,163705583
163656817,163656813
166087075,163687924
163809958,163809952
18896540,163654813
163822979,163822985
163714948,163802964
165837505,165837508
149197183,168139088
163833390,163833385
163694323,163843547
165841038,165853723
3222249,168174688
163707849,163843547
165837095,165837099
163892593,10287910
165847489,163721544
102406630,165849160
163803799,163803798
56347861,163885895
163802948,163802941
163825279,163824318
166084016,134617269
164110531,164122933
163830621,163868034
8843271,89336633
163653264,163803800
87945740,163896044
163743281,163743352
166489965,164760770
163721533,163895306
163720786,163826182
1183087,163852331
22849278,163814869
163672190,163672196
163653266,163653264
163825489,163824318
163601219,163829174
163826643,163887041
104375518,164759409
163814690,163814688
163585945,163585954
163652662,163807964
163698781,163888774
163600375,163721571
163828785,163828447
167741837,167129271
163676322,163828447
164288835,164096836
163889356,63646976
165871061,163631024
168116433,164773533
163709471,125711425
166067458,163651194
166075249,168103523
129380123,163879834
168218822,168218829
163726970,166526770
163831763,70795692
164465995,163804169
163658888,22876976
75748249,163807977
163687968,163862526
163825901,163824318
163585815,36709425
168138775,168145293
165853623,166082162
163714169,105908710
166507048,163832331
163652487,163865755
166074569,47221517
166093169,166495530
76047143,163909485
4696912,165840743
163652653,163652652
165848884,163670746
42156855,163865708
43856101,163687205
10280742,163823983
165214605,163670754
163591915,163591911
28352616,163909216
163631034,91665078
163707470,164729391
163652664,163652662
163882815,163879834
163721571,163842321
163670755,163670571
163815670,163818203
165840288,165840296
163707825,163879834
165837290,165837296
163687322,163687317
164912078,163650155
168148446,168148452
163737241,20791995
163731094,163863800
166065669,163654346
18896540,163620145
163591917,163865263
163670718,163712096
163817848,163866724
163670715,163670571
126049772,128930350
163867252,48033507
167129276,166507364
163814695,163814697
163650578,80352164
165850175,166079431
120986951,163586117
113903857,163891643
165849361,165849366
163596683,163596671
163862200,163862197
163740425,65307093
163804238,163886868
163686859,168113699
163654670,163654533
163709462,163846705
18896540,1180975
163667090,163667091
163808152,163808151
163826854,163826643
163663670,140078444
163890769,163891643
165849931,165849935
163846271,163843547
163893328,166540240
163652680,10273387
37349738,71692883
163747162,163804154
166526122,168132347
163686906,163686905
165847451,163680715
163585967,163586066
164435117,163893328
163656824,163656819
163806336,163806340
100569388,163686871
80352161,163591989
163810601,163810598
166491753,163810144
163810474,163832295
163869970,163815667
165837508,165837509
163585355,168117086
163675084,163809013
10206666,163903518
166003662,53253914
163588513,163670754
125711425,163893610
163656365,163808917
163650408,163650411
17942794,166499386
163585805,163886377
163823180,163866795
165856403,168194819
163709296,163887041
36587040,35982595
19596186,163876058
166071311,166071315
163654834,163654832
163649658,163804108
163591857,163591800
167163719,167163747
165862490,168173722
163603447,166089884
36727322,57134700
166540652,166540661
168129820,167171369
163686906,163804154
165903308,45776222
163737483,163841125
163704813,163704809
163685236,4288021
163734922,163838939
166071612,166071629
166491700,163808903
166069787,168117086
163819498,163866331
137500782,163665821
163670746,163670571
163814240,163908343
163700261,163879834
163822560,141627663
163708185,163708411
163593980,163803266
163700491,3327892
165853692,163722651
52034554,163682682
163694477,163694471
91031425,163869669
163855781,163867656
165837800,163653145
45477458,163650155
163817587,85425122
163597291,163597286
166507352,166507351
163653262,163653260
163867597,163867600
166526117,166526110
164774193,164097575
163819491,163820034
163720276,163900664
80352049,163683437
22376572,51762733
163653270,163653268
166508767,166508724
163705416,163889706
10278231,163826643
163828687,166442655
10278231,163823470
163711168,163654672
163694339,166514005
163603438,163662545
168148124,19678231
166066761,166526118
163661961,163661960
166507355,166507354
163711906,163712238
3222249,167124770
163707984,163707980
163589307,163823983
163832310,166491753
163864995,59128486
165838602,164122933
163691273,163879834
163713842,164124950
163743252,163912578
163591909,163591907
168209335,166521553
166493578,22849278
15254893,163822545
163654828,163836068
163683434,163824318
163666394,163819812
166526122,166526110
163684540,49915365
163705062,163890528
167745972,166872803
163737221,163737228
166499393,166499589
163705584,163828447
89336633,163656773
163701804,163701824
167163747,168192758
70996995,163832330
163823205,163867656
163850444,163908343
161249782,163879834
163652361,163896719
163735891,163736467
166073558,168149320
163629331,163629344
166540900,164161060
163737459,163737466
163655544,163862515
166073438,168156317
166073030,163832331
56939285,10061423
19678231,166003662
163823442,96491400
56397264,168139044
163675072,163652468
163691551,163824318
168140433,167475635
163649290,163802964
163620822,163809013
163699539,163700265
164883476,163649805
163654969,163654968
163704823,163704820
163664301,163664299
163805242,163805240
163699182,163804154
38746157,165212067
163655535,163832330
163829171,163828447
13770911,168166465
163649811,163649810
163714277,166526770
163878900,163876058
163584363,166067458
164097575,166499749
163585800,165212067
56985667,167609696
163722294,163653044
51762733,42156855
10286026,163824001
163701129,163701124
163830209,163867656
166072794,166073482
163654225,163832330
163705642,163705646
168113293,29060121
163654661,163654533
163656384,64230444
163650155,163650151
85779820,163896787
164888228,168109739
163650328,163874276
163652748,163832330
163735631,163735891
163708431,163804154
163670750,163670571
163724390,166526770
163651955,163806795
166540671,166540900
168218467,168218829
163677944,163842004
163651266,163806321
166507413,2731703
23308684,34707685
71286541,168140213
163819520,163819758
4288021,30929782
165902641,166075249
163745042,163804154
163653273,163849777
163806318,163867656
165844269,164775806
163734021,163734005
163883186,163879834
87074471,163886453
165880337,163829284
165837200,166069123
166072207,168149151
167163252,167163719
163808001,163807997
163585489,77097691
75096762,163824318
163815888,163815885
163867967,163867656
163746034,163815861
163909230,163909216
104140908,165858359
163631096,164122933
168116219,167703048
168116219,163670725
163813938,163908343
164091412,164729391
163632995,168173722
163652675,163652672
136579658,163654680
163599645,166090127
166540320,166540325
97272778,163828447
163673319,163673316
163705588,163705584
163628615,144210103
163600376,163746034
163585639,163585504
168140441,164161372
163657487,163832330
163705650,163705658
163687209,163687205
163727789,17158862
163663145,163663140
163690252,163886760
166489775,164122098
163909474,163909216
163866960,5565278
112408077,163809013
1180975,79570282
7028169,163832330
163832308,163832295
163685460,163685458
165849631,82883590
165837509,165837511
36495738,163843547
163585663,22822592
163682368,163682358
118415869,163824318
163585337,163726699
163682358,17158862
166071648,46532857
166082779,163670721
163867271,163867276
165885573,163670753
163662246,163661973
166094123,163670721
163587574,163849747
166872803,168115283
165905696,166075249
166526430,163808903
80352164,163832295
146883024,163807993
163724865,166526770
163692769,163828447
163893329,163893326
163673317,163673316
163834042,163834047
163734082,163828447
163678726,163662253
166505861,166505866
163666979,163666977
166082737,163656784
163588426,163826204
163657761,163657757
168116219,168116407
163704026,163886862
163704565,163892367
163834737,13545666
163654807,163654533
121010140,163862423
163687222,163687205
163694920,163694918
163692451,163699534
166499589,163815428
163652707,163832330
163685465,163685458
166635078,46639218
163809264,163809013
53166627,163843547
163584880,163584885
163850281,163902743
163700501,163700506
163902065,163902069
163685236,163824318
163654688,163654533
168116458,168116524
168112953,163649317
99628983,163657761
14833419,163585648
44234367,163879834
112408077,163678514
106665238,163822794
76314205,163819495
163816956,163818570
163829161,163707984
166518329,163824014
163587333,166074569
22822592,163863506
163586089,163694471
163867295,163867298
163736507,163736510
166094108,163692159
168118048,168118053
163823445,96491400
163693788,163876058
22389187,163833376
168147730,168147735
163663743,163869970
48254863,163670730
109073920,163843547
163889674,163889681
163810729,163886422
163664747,163832331
43947468,163802964
165862477,163654643
166081729,168218248
163902376,163902374
163714196,163802964
166074365,163670754
163622199,163622207
163900846,163900843
163821548,163821765
163832331,10273393
165862468,163692776
168105524,164412093
163711545,165838034
163585800,163679585
165888485,165888491
163597294,166090326
163661697,163664296
165850461,134244855
163707970,163863506
163653389,163653388
163687227,163687233
163649364,163832330
166490486,163808146
163823205,163823209
70254048,163889688
166518548,163886868
163706397,163876058
163664299,163664303
39080155,166499393
166522707,17158862
166490651,163867957
165844275,166075249
163804175,163886202
106602401,19943502
163591617,17158862
166081455,163670721
163706450,163832302
168153454,163663145
163820003,163819996
163654686,163654533
163825848,163824318
163667273,163667278
163707051,163876058
163841634,104151760
167656148,167703052
163591800,163804238
163649805,12387454
166068433,163655547
163652751,163832330
163734658,163734651
166519503,166519508
163613271,163679585
163734026,163734005
163804166,163824318
167703052,168113380
163701821,163708420
32335495,163879834
168135949,168135951
163804156,163804154
163736486,38782212
163655156,163805781
163823178,163871658
163824001,163824007
163588426,163670753
4232201,163868069
163807961,163807959
138291239,163896819
166072898,166073030
21012317,163879834
168209127,168209335
163884689,163884616
163695462,164110003
163655017,163879834
163704565,85695493
167747606,167129269
163592451,165890815
165849653,165849656
163847353,163908343
46174058,163653546
163865716,163865711
13770911,168176011
63646976,37604172
163886847,96491400
163682682,29477492
163673261,163902378
163700497,163700501
41461991,166094108
164897453,166133698
163695439,163886303
163726301,163726299
10285053,163653618
10278231,10280742
7550395,5369311
163584338,163694471
163670721,10273344
56984588,163866340
165837487,165837495
163804166,163828447
138726915,163822979
163722625,163722632
165849369,75528333
168116387,168116391
22391109,163654998
163862204,164357082
163711891,163711898
37018827,163671671
168137630,56986273
163680377,163680370
163650151,163803799
163649913,163649829
166495460,22851887
163810476,163810482
163686905,163862846
163823449,96491400
163586124,166072898
94138728,153721293
163665821,163820003
163886836,96491400
163585824,163670753
165576250,163832331
163600647,163600646
22391109,2806723
163650155,163863506
168148519,168148527
163814877,163814875
163670718,163670571
166499053,70496823
163722651,167707051
163703139,163703148
8354236,166519189
163726295,166526770
4288021,163804154
163806008,163806006
164775645,165838602
163694371,163879834
163881140,163879834
168139100,168139106
163822794,163822797
163885895,163885892
163704245,163704239
168115307,168115309
163691877,163885895
130004858,163824318
143344533,10278231
163826181,7871966
14584458,168147829
164775638,163688509
163621152,163621153
163591905,163591899
168150557,2714208
163584758,166068433
166066507,166066581
166499147,166499286
163833182,163867656
165549056,163806278
163734651,163734913
7122827,163879834
14995616,163832330
166072207,166095408
163693834,163804154
163832328,163832295
163714645,163832331
163661973,103913009
163597286,165550359
163668288,163896720
163667318,163667324
163804175,163804154
163654642,163654533
36544650,163828447
163709296,163828447
281804,163810198
165837156,164887249
22376572,163654229
168103503,168103541
85779820,163835927
163707754,163876058
166496103,166496110
34678097,10207696
163687216,163687205
163584321,163879834
163586130,135600096
152112024,163819487
165840723,164774726
98992940,163586130
166499775,166499778
168125717,167741837
166080458,163837300
163700490,163700489
163867970,163867984
163901986,163901993
166144824,163832331
163734010,163734005
13205119,165841021
163595299,166090127
163704797,163704800
163586072,30022545
18230959,164889229
165848926,84271972
165850598,118119566
123032420,163720682
56346905,1183087
163715071,163832330
163600375,163600142
163804172,163804154
168156317,168156322
163687291,163687288
168218829,168219103
163711859,163711856
163706239,163876058
163691580,163824419
165853639,163833376
163655580,163655576
56097013,163865497
163818685,163818694
163654662,163654533
163700261,166505799
165848911,168143561
163656742,164729391
168110124,168110390
163687229,168112604
61680761,52530044
163690519,133751208
168145293,168145541
165847632,163654685
163655550,146883024
163649354,163649352
55722540,10286026
163694197,163876058
163584152,96491400
165856391,168195224
163809517,163809013
163899635,80352180
163841722,163908343
56939285,163681364
165837099,165837104
134244855,165850598
163584351,163584347
163828687,163656384
29767411,163670753
163889688,163889699
84810,163869666
163668297,163668293
165848926,166500118
163867639,163867633
168126054,168126059
163670737,163670571
46085970,165849645
94802971,168173722
163679001,163678997
163600380,163843547
163901590,103616056
163686853,19754522
164885121,168218829
166490471,166490474
163806515,163806529
166096806,163823983
163729898,163809013
163835353,163835349
163652365,163652361
163687945,163804428
163687288,163687292
163670744,163670571
84810,163869090
164357082,163666979
168148533,168148537
136123519,141627708
163676353,163676322
168156333,37348641
163590901,163707965
165853728,165867321
163867922,163867656
163832305,163832295
84172327,163852331
163856331,163856330
163880106,163879834
22377161,23308684
163802981,163901590
163806006,146170876
163708828,163832330
163705069,163890535
163657766,163670571
163708162,163828447
163807979,163807974
163592537,168128300
165852398,19505460
166087075,163650155
163681635,163832331
63387239,163802964
10206666,61091332
164883259,168112953
163704820,163804215
163721551,163721548
163707465,163883424
10206666,163841537
166540615,166540622
58371716,164145499
163909482,163909216
165856403,165856764
76395632,163867656
163586435,164099729
163631012,91665078
163697222,163886392
27844437,61319754
163734651,163834737
166104688,163670754
163737459,166509068
65409904,163650091
163714174,163714177
163815371,163815368
166526118,166526110
133751208,163830659
1241223,163893625
163687584,163862571
10206666,163832320
163654804,163654533
163841677,163868462
163818325,163818425
118362088,165849631
13588765,163895350
163653043,163653040
165372630,164304525
68922112,168218829
163885226,163885224
53253914,168148439
163886758,163886453
163694484,164906957
163846705,163885559
163655150,163655146
163649282,163649277
163625308,163673317
164775633,166066507
166101014,163670721
23784216,163879834
163820078,163820081
165892031,164903662
64401399,163687960
163688004,163862241
163825980,7871966
163711931,164122360
21839266,163628898
165849617,118362088
163710822,163832330
165205805,163670722
163670727,163670571
165860780,168218829
165837475,163585333
10278231,163721551
163631028,91665078
163814941,163814935
163716475,23740576
163833401,71523694
164772434,163814311
163654553,163654533
163806795,163806787
4232201,166078864
13770911,163604528
163597286,163597294
40937342,163804176
163584762,163584758
163734090,168122867
166070889,168117086
163687941,163807968
163809695,163894700
163816153,163875349
166074488,163677143
163585377,128622641
163803044,163802964
165893340,163804160
163889337,163889344
163852756,163887041
163651600,163651595
163715557,166527434
10287910,163892595
163704239,163824118
66070348,163806553
163653543,163808034
138414274,163832305
163651605,163651610
163704764,163704565
163867922,10285053
163704845,163891336
168156357,168156369
163807999,163807997
168118053,163721730
168156369,163664301
104658263,163879834
163806330,163806336
166519520,7321787
163584923,168117086
168124224,167071589
163687233,163687205
166080421,66291565
163687221,163687205
168146434,168147730
168209110,167987269
166073771,168117086
163653037,163809013
165041888,168218829
18231431,163821023
22391109,163826182
163595008,166509204
166090346,163734658
163736486,163736496
163734928,163741220
163649661,163649658
23433442,163807987
166521553,168209935
163657331,163658888
2715007,163838996
163802946,163802941
163654342,163895350
163591917,163704026
163705606,164110003
163706212,163832330
163631022,91665078
123851419,113903857
163655544,17158862
163708761,163829651
163657763,163815868
165903326,164903662
164883205,165838308
167745413,167155623
164774726,165840737
163708431,163829628
163720682,163720688
163654972,163832330
163656784,163656773
163815723,163846705
163588435,163829174
163902376,166074488
6836757,163829664
165853608,165890493
18896540,163654664
163832306,163832295
163860640,163860637
60653830,168146772
163708765,163824975
165111516,166519543
165852701,166075249
163901975,163901981
163862207,163862197
163909229,163909232
163818929,163818938
168150942,163667084
2715007,163809013
163585224,168117086
166495493,56989524
163586382,17763829
165853639,163676351
168143553,168146419
163631017,91665078
56346905,163654842
163733667,163869666
76997241,163833376
163885824,166519445
163804166,163804154
163671702,163671931
80994863,163620916
163653270,168114309
163704797,163885895
163666638,163666641
163688505,163804664
6926891,163666656
27844437,163804154
165848390,164903662
163814943,163815697
163911438,70235152
166073898,35419241
163708851,163846705
163591937,163596671
163585377,163886377
163631030,91665078
18231431,163734005
163862202,168115594
163808143,163808147
163889264,163889326
163708417,163892449
19943502,60573005
165853608,163629181
163707967,163707957
163829639,163828447
163809087,163809013
165366666,164336108
32922975,163899635
163705424,163843547
163656784,163676593
166105136,168105524
163707845,163828447
163735171,164156071
163832314,163832295
163746865,163746860
130248559,163822560
163670746,42399890
163810614,96491400
20808326,163670753
163705639,163705642
163805795,163805791
163817909,61464523
163596680,164107008
163711902,163832330
166509204,163832320
40733287,166500087
163705924,15768398
163804180,163804154
163691262,163691257
163653542,61320697
163710829,69587579
166522245,17158862
132539360,163814887
163803844,163803838
77097691,163653379
165867316,139616084
163841110,62477028
166527582,163832332
163824975,163824318
163654658,163654533
166073458,165372630
163708457,163889968
163584360,163584358
163655146,163809534
163705611,165857464
163670755,163864996
163809279,163032
163829284,163828447
41823907,163824318
163591937,163591934
60573005,163836403
163631413,167124770
163591931,163591929
163600142,30919230
163585494,163585489
166072886,137500782
163893618,163893625
163866206,163866204
166501849,163811234
64804641,168148018
56475009,163656150
163724636,163824318
163589260,163802964
2947415,105908710
163652640,163832330
163809801,166471052
163668300,163815908
166518551,163886868
163815908,163815905
163683424,62294139
163618708,163804154
163886393,163886388
163632984,163650155
163818551,163869666
36587040,163897731
163687949,163687945
163695830,163828447
163726157,163802964
113860175,10000476
163807977,163807974
166072474,166072478
163707712,163879834
163584298,163584296
166133698,167656148
112060346,10921083
80352164,163802941
163721539,163721533
163625311,163625308
163655004,163843547
163704800,163708417
165857793,163670753
163676870,128854474
163875355,163875349
163685469,105908710
56939285,166080819
163704849,163704845
163661416,141627204
163650973,163806006
56475009,163875389
163808167,163808166
163822573,163822577
121719168,163852756
166540325,166540331
166071216,163670754
163734658,168175802
163651947,163651952
163832329,163909216
163886843,96491400
26401833,38327782
128622641,163823983
80352177,163650578
163818961,58676068
163653024,163653023
163662253,163662250
165849940,82843249
116585969,163694471
163592728,163711885
166069722,168117086
168129270,167124783
163586489,168163428
163704002,163886230
10273393,10207696
163653262,163832331
128930365,168148470
166069664,123702356
163824019,163824023
163720727,163802981
163808022,163808019
163696161,163858834
163590006,163804154
163839379,163868501
163864628,163867656
164757136,163649809
168071879,163670715
128341238,163824318
163894710,1011690
163805242,163852015
18896540,163654347
77820536,63387233
166072723,166072726
163882837,163879834
131711543,163824318
166489611,166489593
56989524,166498550
163670725,163670571
165888491,165888492
163629178,163629182
18230029,84433977
163712254,163895026
57134700,39080155
163687945,112400096
19464327,163685236
57791389,163875349
163815175,163832331
163825889,163824318
163651142,163650973
163737228,163737235
145395709,89199852
163822797,138726915
163629344,163629395
22391109,163652751
163687205,163804664
168110096,166850774
163832319,163832295
163808845,163867656
163714174,105908710
163889258,163889264
163709050,163828447
168209097,168209105
163902073,59514469
165848394,11942182
163862204,163862197
163725633,166514015
143344533,163653560
168153805,99628983
168156344,71353038
163597329,163818884
163912626,163651262
163676037,78794676
88446830,163824318
164897260,163815402
163818958,163818961
163711545,163711539
165851613,163896606
165852398,164729391
166509197,163655580
10280742,163652664
163729917,17158862
166073035,166073037
2806723,22376572
163864636,163864628
163711158,163832331
163846821,163846705
166072726,166072734
163656417,57172292
13770911,163886780
163720722,163720724
163888946,163888951
164113694,168104556
163595299,163724848
163860637,163860643
163808847,163808845
163592539,163670721
163704823,163804154
163839851,40733287
163703148,163703434
163621792,163621796
163893624,163893618
163886392,163886388
163584891,163584909
103913101,163816185
163694190,163879834
163654538,163654533
166072734,14584458
163824975,163892467
168147739,131614998
163694478,163694471
163625033,84813906
165902586,166075249
166093871,164099720
163802993,163802964
166492424,168158015
163687229,163687205
163862189,163865419
163711168,163670721
163706433,163876058
78348608,163720373
163653264,163852015
163832312,163832295
165182732,168115303
168140474,168149717
164145499,166489981
163734913,163835581
